Date,Population,Region
2021-12-20,4768,central east
2021-12-20,16089,regina
2021-12-20,2205,south west
2021-12-20,3018,south central
2021-12-20,5145,south east
2021-12-20,82267,total
2021-12-21,4421,far north west
2021-12-21,541,far north central
2021-12-21,4436,far north east
2021-12-21,8874,north west
2021-12-21,8268,north central
2021-12-21,2852,north east
2021-12-21,19691,saskatoon
2021-12-21,1454,central west
2021-12-21,4773,central east
2021-12-21,16102,regina
2021-12-21,2206,south west
2021-12-21,3018,south central
2021-12-21,5149,south east
2021-12-21,82334,total
2021-12-22,4421,far north west
2021-12-22,541,far north central
2021-12-22,4438,far north east
2021-12-22,8881,north west
2021-12-22,8268,north central
2021-12-22,2853,north east
2021-12-22,19738,saskatoon
2021-12-22,1463,central west
2021-12-22,4780,central east
2021-12-22,16125,regina
2021-12-22,2206,south west
2021-12-22,3022,south central
2021-12-22,5152,south east
2021-12-22,82442,total
2021-12-23,4423,far north west
2021-12-23,541,far north central
2021-12-23,4439,far north east
2021-12-23,8888,north west
2021-12-23,8275,north central
2021-12-23,2857,north east
2021-12-23,19803,saskatoon
2021-12-23,1467,central west
2021-12-23,4798,central east
2021-12-23,16189,regina
2021-12-23,2208,south west
2021-12-23,3029,south central
2021-12-23,5164,south east
2021-12-23,82640,total
2021-12-24,4423,far north west
2021-12-24,541,far north central
2021-12-24,4439,far north east
2021-12-24,8888,north west
2021-12-24,8275,north central
2021-12-24,2857,north east
2021-12-24,19803,saskatoon
2021-12-24,1467,central west
2021-12-24,4798,central east
2021-12-24,16189,regina
2021-12-24,2208,south west
2021-12-24,3029,south central
2021-12-24,5164,south east
2021-12-24,82640,total
2021-12-25,4423,far north west
2021-12-25,541,far north central
2021-12-25,4439,far north east
2021-12-25,8888,north west
2021-12-25,8275,north central
2021-12-25,2857,north east
2021-12-25,19803,saskatoon
2021-12-25,1467,central west
2021-12-25,4798,central east
2021-12-25,16189,regina
2021-12-25,2208,south west
2021-12-25,3029,south central
2021-12-25,5164,south east
2021-12-25,82640,total
2021-12-26,4423,far north west
2021-12-26,541,far north central
2021-12-26,4439,far north east
2021-12-26,8888,north west
2021-12-26,8275,north central
2021-12-26,2857,north east
2021-12-26,19803,saskatoon
2021-12-26,1467,central west
2021-12-26,4798,central east
2021-12-26,16189,regina
2021-12-26,2208,south west
2021-12-26,3029,south central
2021-12-26,5164,south east
2021-12-26,82640,total
2021-12-27,4423,far north west
2021-12-27,541,far north central
2021-12-27,4439,far north east
2021-12-27,8888,north west
2021-12-27,8275,north central
2021-12-27,2857,north east
2021-12-27,19803,saskatoon
2021-12-27,1467,central west
2021-12-27,4798,central east
2021-12-27,16189,regina
2021-12-27,2208,south west
2021-12-27,3029,south central
2021-12-27,5164,south east
2021-12-27,82640,total
2021-12-28,4425,far north west
2021-12-28,541,far north central
2021-12-28,4454,far north east
2021-12-28,8931,north west
2021-12-28,8314,north central
2021-12-28,2862,north east
2021-12-28,20074,saskatoon
2021-12-28,1487,central west
2021-12-28,4875,central east
2021-12-28,16430,regina
2021-12-28,2229,south west
2021-12-28,3095,south central
2021-12-28,5224,south east
2021-12-28,83558,total
2021-12-29,4426,far north west
2021-12-29,541,far north central
2021-12-29,4457,far north east
2021-12-29,8936,north west
2021-12-29,8317,north central
2021-12-29,2866,north east
2021-12-29,20136,saskatoon
2021-12-29,1492,central west
2021-12-29,4888,central east
2021-12-29,16571,regina
2021-12-29,2231,south west
2021-12-29,3114,south central
2021-12-29,5236,south east
2021-12-29,83855,total
2021-12-30,4429,far north west
2021-12-30,541,far north central
2021-12-30,4458,far north east
2021-12-30,8956,north west
2021-12-30,8335,north central
2021-12-30,2870,north east
2021-12-30,20383,saskatoon
2021-12-30,1510,central west
2021-12-30,4932,central east
2021-12-30,16709,regina
2021-12-30,2255,south west
2021-12-30,3134,south central
2021-12-30,5265,south east
2021-12-30,84446,total
2021-12-31,4438,far north west
2021-12-31,541,far north central
2021-12-31,4464,far north east
2021-12-31,8977,north west
2021-12-31,8359,north central
2021-12-31,2877,north east
2021-12-31,20672,saskatoon
2021-12-31,1533,central west
2021-12-31,4983,central east
2021-12-31,16892,regina
2021-12-31,2259,south west
2021-12-31,3181,south central
2021-12-31,5324,south east
2021-12-31,85188,total
2022-01-01,4438,far north west
2022-01-01,541,far north central
2022-01-01,4464,far north east
2022-01-01,8977,north west
2022-01-01,8359,north central
2022-01-01,2877,north east
2022-01-01,20672,saskatoon
2022-01-01,1533,central west
2022-01-01,4983,central east
2022-01-01,16892,regina
2022-01-01,2259,south west
2022-01-01,3181,south central
2022-01-01,5324,south east
2022-01-01,85188,total
2022-01-02,4438,far north west
2022-01-02,541,far north central
2022-01-02,4464,far north east
2022-01-02,8977,north west
2022-01-02,8359,north central
2022-01-02,2877,north east
2022-01-02,20672,saskatoon
2022-01-02,1533,central west
2022-01-02,4983,central east
2022-01-02,16892,regina
2022-01-02,2259,south west
2022-01-02,3181,south central
2022-01-02,5324,south east
2022-01-02,85188,total
2022-01-03,4438,far north west
2022-01-03,541,far north central
2022-01-03,4464,far north east
2022-01-03,8977,north west
2022-01-03,8359,north central
2022-01-03,2877,north east
2022-01-03,20672,saskatoon
2022-01-03,1533,central west
2022-01-03,4983,central east
2022-01-03,16892,regina
2022-01-03,2259,south west
2022-01-03,3181,south central
2022-01-03,5324,south east
2022-01-03,85188,total
2022-01-04,4448,far north west
2022-01-04,541,far north central
2022-01-04,4484,far north east
2022-01-04,9035,north west
2022-01-04,8454,north central
2022-01-04,2931,north east
2022-01-04,21260,saskatoon
2022-01-04,1574,central west
2022-01-04,5160,central east
2022-01-04,17422,regina
2022-01-04,2304,south west
2022-01-04,3307,south central
2022-01-04,5475,south east
2022-01-04,87167,total
2022-01-05,4457,far north west
2022-01-05,541,far north central
2022-01-05,4488,far north east
2022-01-05,9051,north west
2022-01-05,8476,north central
2022-01-05,2942,north east
2022-01-05,21392,saskatoon
2022-01-05,1588,central west
2022-01-05,5199,central east
2022-01-05,17592,regina
2022-01-05,2315,south west
2022-01-05,3332,south central
2022-01-05,5518,south east
2022-01-05,87708,total
2022-01-06,4464,far north west
2022-01-06,541,far north central
2022-01-06,4491,far north east
2022-01-06,9078,north west
2022-01-06,8490,north central
2022-01-06,2956,north east
2022-01-06,21831,saskatoon
2022-01-06,1602,central west
2022-01-06,5247,central east
2022-01-06,17801,regina
2022-01-06,2333,south west
2022-01-06,3360,south central
2022-01-06,5570,south east
2022-01-06,88638,total
2022-01-07,4479,far north west
2022-01-07,543,far north central
2022-01-07,4499,far north east
2022-01-07,9123,north west
2022-01-07,8532,north central
2022-01-07,2970,north east
2022-01-07,22099,saskatoon
2022-01-07,1621,central west
2022-01-07,5354,central east
2022-01-07,18117,regina
2022-01-07,2382,south west
2022-01-07,3410,south central
2022-01-07,5701,south east
2022-01-07,89821,total
2022-01-08,4498,far north west
2022-01-08,543,far north central
2022-01-08,4509,far north east
2022-01-08,9157,north west
2022-01-08,8558,north central
2022-01-08,3009,north east
2022-01-08,22324,saskatoon
2022-01-08,1640,central west
2022-01-08,5422,central east
2022-01-08,18348,regina
2022-01-08,2411,south west
2022-01-08,3456,south central
2022-01-08,5782,south east
2022-01-08,90765,total
2022-01-09,4505,far north west
2022-01-09,543,far north central
2022-01-09,4511,far north east
2022-01-09,9176,north west
2022-01-09,8594,north central
2022-01-09,3029,north east
2022-01-09,22693,saskatoon
2022-01-09,1668,central west
2022-01-09,5485,central east
2022-01-09,18642,regina
2022-01-09,2465,south west
2022-01-09,3491,south central
2022-01-09,5915,south east
2022-01-09,91860,total
2022-01-10,4513,far north west
2022-01-10,543,far north central
2022-01-10,4513,far north east
2022-01-10,9198,north west
2022-01-10,8646,north central
2022-01-10,3044,north east
2022-01-10,22965,saskatoon
2022-01-10,1677,central west
2022-01-10,5559,central east
2022-01-10,18988,regina
2022-01-10,2497,south west
2022-01-10,3553,south central
2022-01-10,6007,south east
2022-01-10,92940,total
2022-01-11,4527,far north west
2022-01-11,543,far north central
2022-01-11,4522,far north east
2022-01-11,9244,north west
2022-01-11,8692,north central
2022-01-11,3060,north east
2022-01-11,23384,saskatoon
2022-01-11,1694,central west
2022-01-11,5632,central east
2022-01-11,19254,regina
2022-01-11,2515,south west
2022-01-11,3605,south central
2022-01-11,6060,south east
2022-01-11,94080,total
2022-01-12,4550,far north west
2022-01-12,543,far north central
2022-01-12,4537,far north east
2022-01-12,9298,north west
2022-01-12,8719,north central
2022-01-12,3070,north east
2022-01-12,23802,saskatoon
2022-01-12,1701,central west
2022-01-12,5681,central east
2022-01-12,19548,regina
2022-01-12,2538,south west
2022-01-12,3634,south central
2022-01-12,6145,south east
2022-01-12,95174,total
2022-01-13,4555,far north west
2022-01-13,545,far north central
2022-01-13,4539,far north east
2022-01-13,9332,north west
2022-01-13,8754,north central
2022-01-13,3100,north east
2022-01-13,24099,saskatoon
2022-01-13,1711,central west
2022-01-13,5747,central east
2022-01-13,19834,regina
2022-01-13,2566,south west
2022-01-13,3652,south central
2022-01-13,6196,south east
2022-01-13,96125,total
2022-01-14,4582,far north west
2022-01-14,545,far north central
2022-01-14,4560,far north east
2022-01-14,9389,north west
2022-01-14,8817,north central
2022-01-14,3137,north east
2022-01-14,24437,saskatoon
2022-01-14,1731,central west
2022-01-14,5840,central east
2022-01-14,20172,regina
2022-01-14,2611,south west
2022-01-14,3728,south central
2022-01-14,6362,south east
2022-01-14,97545,total
2022-01-15,4607,far north west
2022-01-15,550,far north central
2022-01-15,4564,far north east
2022-01-15,9444,north west
2022-01-15,8888,north central
2022-01-15,3167,north east
2022-01-15,24783,saskatoon
2022-01-15,1748,central west
2022-01-15,5918,central east
2022-01-15,20445,regina
2022-01-15,2666,south west
2022-01-15,3758,south central
2022-01-15,6434,south east
2022-01-15,98699,total
2022-01-16,4620,far north west
2022-01-16,550,far north central
2022-01-16,4575,far north east
2022-01-16,9472,north west
2022-01-16,8966,north central
2022-01-16,3205,north east
2022-01-16,25197,saskatoon
2022-01-16,1774,central west
2022-01-16,6023,central east
2022-01-16,20837,regina
2022-01-16,2711,south west
2022-01-16,3814,south central
2022-01-16,6526,south east
2022-01-16,100173,total
2022-01-17,4631,far north west
2022-01-17,550,far north central
2022-01-17,4591,far north east
2022-01-17,9505,north west
2022-01-17,9088,north central
2022-01-17,3256,north east
2022-01-17,25656,saskatoon
2022-01-17,1821,central west
2022-01-17,6090,central east
2022-01-17,21110,regina
2022-01-17,2745,south west
2022-01-17,3851,south central
2022-01-17,6578,south east
2022-01-17,101537,total
2022-01-18,4650,far north west
2022-01-18,551,far north central
2022-01-18,4619,far north east
2022-01-18,9552,north west
2022-01-18,9144,north central
2022-01-18,3266,north east
2022-01-18,26091,saskatoon
2022-01-18,1847,central west
2022-01-18,6139,central east
2022-01-18,21304,regina
2022-01-18,2780,south west
2022-01-18,3866,south central
2022-01-18,6629,south east
2022-01-18,102641,total
2022-01-19,4668,far north west
2022-01-19,557,far north central
2022-01-19,4632,far north east
2022-01-19,9601,north west
2022-01-19,9212,north central
2022-01-19,3303,north east
2022-01-19,26409,saskatoon
2022-01-19,1858,central west
2022-01-19,6202,central east
2022-01-19,21617,regina
2022-01-19,2819,south west
2022-01-19,3944,south central
2022-01-19,6720,south east
2022-01-19,103901,total
2022-01-20,4678,far north west
2022-01-20,557,far north central
2022-01-20,4650,far north east
2022-01-20,9655,north west
2022-01-20,9254,north central
2022-01-20,3316,north east
2022-01-20,26783,saskatoon
2022-01-20,1876,central west
2022-01-20,6268,central east
2022-01-20,21970,regina
2022-01-20,2829,south west
2022-01-20,3981,south central
2022-01-20,6784,south east
2022-01-20,105072,total
2022-01-21,4762,far north west
2022-01-21,569,far north central
2022-01-21,4736,far north east
2022-01-21,10070,north west
2022-01-21,9573,north central
2022-01-21,3369,north east
2022-01-21,27186,saskatoon
2022-01-21,1928,central west
2022-01-21,6415,central east
2022-01-21,22409,regina
2022-01-21,2890,south west
2022-01-21,4085,south central
2022-01-21,6905,south east
2022-01-21,106328,total
2022-01-22,4787,far north west
2022-01-22,578,far north central
2022-01-22,4767,far north east
2022-01-22,10177,north west
2022-01-22,9656,north central
2022-01-22,3428,north east
2022-01-22,27569,saskatoon
2022-01-22,1959,central west
2022-01-22,6553,central east
2022-01-22,22729,regina
2022-01-22,2940,south west
2022-01-22,4189,south central
2022-01-22,7060,south east
2022-01-22,107842,total
2022-01-23,4811,far north west
2022-01-23,582,far north central
2022-01-23,4791,far north east
2022-01-23,10257,north west
2022-01-23,9789,north central
2022-01-23,3467,north east
2022-01-23,28057,saskatoon
2022-01-23,2003,central west
2022-01-23,6679,central east
2022-01-23,23102,regina
2022-01-23,2990,south west
2022-01-23,4246,south central
2022-01-23,7195,south east
2022-01-23,109484,total
2022-01-24,4813,far north west
2022-01-24,582,far north central
2022-01-24,4807,far north east
2022-01-24,10306,north west
2022-01-24,9807,north central
2022-01-24,3476,north east
